date,district,magnitude,depth_km,seismic_activity,earthquake
2024-04-04,Ariyalur,4.9,282,99,0
2024-04-07,Ariyalur,2.7,245,39,0
2024-04-10,Ariyalur,5.0,154,47,0
2024-04-13,Ariyalur,6.9,270,75,1
2024-04-16,Ariyalur,5.3,79,7,0
2024-04-19,Ariyalur,3.2,291,6,0
2024-04-22,Ariyalur,4.1,105,25,0
2024-04-25,Ariyalur,5.2,108,100,1
2024-04-28,Ariyalur,2.3,101,85,0
2024-05-01,Ariyalur,4.4,244,76,0
2024-05-04,Ariyalur,5.5,294,42,0
2024-05-07,Ariyalur,5.1,219,42,0
2024-05-10,Ariyalur,2.8,237,5,0
2024-05-13,Ariyalur,4.5,6,81,0
2024-05-16,Ariyalur,3.1,122,59,0
2024-05-19,Ariyalur,5.1,127,61,1
2024-05-22,Ariyalur,5.7,174,94,1
2024-05-25,Ariyalur,3.9,209,23,0
2024-05-28,Ariyalur,6.1,8,46,0
2024-05-31,Ariyalur,2.0,188,3,0
2024-06-03,Ariyalur,4.8,77,37,0
2024-06-06,Ariyalur,4.2,189,5,0
2024-06-09,Ariyalur,6.9,106,25,0
2024-06-12,Ariyalur,3.4,117,33,0
2024-06-15,Ariyalur,5.6,178,70,1
2024-06-18,Ariyalur,3.2,105,2,0
2024-06-21,Ariyalur,2.9,139,12,0
2024-06-24,Ariyalur,2.1,75,48,0
2024-06-27,Ariyalur,5.3,61,43,0
2024-06-30,Ariyalur,6.7,161,58,0
2024-07-03,Ariyalur,3.2,195,84,0
2024-07-06,Ariyalur,2.9,274,79,0
2024-07-09,Ariyalur,6.4,38,15,0
2024-07-12,Ariyalur,2.7,71,24,0
2024-07-15,Ariyalur,3.0,198,88,0
2024-07-18,Ariyalur,3.9,224,81,0
2024-07-21,Ariyalur,3.2,28,97,0
2024-07-24,Ariyalur,5.1,101,68,1
2024-07-27,Ariyalur,3.5,81,41,0
2024-07-30,Ariyalur,3.2,148,16,0
2024-08-02,Ariyalur,6.3,255,26,0
2024-08-05,Ariyalur,5.6,245,84,1
2024-08-08,Ariyalur,5.1,90,65,1
2024-08-11,Ariyalur,3.9,265,47,0
2024-08-14,Ariyalur,4.5,242,22,0
2024-08-17,Ariyalur,3.6,196,67,0
2024-08-20,Ariyalur,5.5,258,60,1
2024-08-23,Ariyalur,3.3,210,81,0
2024-08-26,Ariyalur,6.6,23,26,0
2024-08-29,Ariyalur,3.1,108,57,0
2024-09-01,Ariyalur,6.3,207,27,0
2024-09-04,Ariyalur,3.5,198,73,0
2024-09-07,Ariyalur,2.8,196,32,0
2024-09-10,Ariyalur,4.8,73,96,0
2024-09-13,Ariyalur,2.4,232,66,0
2024-09-16,Ariyalur,3.8,26,59,0
2024-09-19,Ariyalur,4.6,177,54,0
2024-09-22,Ariyalur,4.3,226,52,0
2024-09-25,Ariyalur,3.8,259,40,0
2024-09-28,Ariyalur,3.4,17,22,0
2024-10-01,Ariyalur,4.2,140,82,0
2024-10-04,Ariyalur,2.4,47,37,0
2024-10-07,Ariyalur,6.2,267,69,1
2024-10-10,Ariyalur,5.2,146,29,0
2024-10-13,Ariyalur,2.5,41,46,0
2024-10-16,Ariyalur,2.2,107,42,0
2024-10-19,Ariyalur,3.0,173,32,0
2024-10-22,Ariyalur,3.5,145,24,0
2024-10-25,Ariyalur,5.5,75,96,1
2024-10-28,Ariyalur,5.6,283,33,0
2024-10-31,Ariyalur,2.0,158,36,0
2024-11-03,Ariyalur,6.1,211,51,0
2024-11-06,Ariyalur,6.1,11,60,1
2024-11-09,Ariyalur,5.3,81,50,0
2024-11-12,Ariyalur,3.1,112,60,0
2024-11-15,Ariyalur,3.2,287,96,0
2024-11-18,Ariyalur,4.3,241,43,0
2024-11-21,Ariyalur,6.0,165,24,0
2024-11-24,Ariyalur,4.1,218,26,0
2024-11-27,Ariyalur,4.2,290,3,0
2024-11-30,Ariyalur,3.9,300,16,0
2024-12-03,Ariyalur,3.5,9,63,0
2024-12-06,Ariyalur,6.1,186,43,0
2024-12-09,Ariyalur,3.1,222,87,0
2024-12-12,Ariyalur,5.8,280,38,0
2024-12-15,Ariyalur,3.6,16,72,0
2024-12-18,Ariyalur,5.9,76,19,0
2024-12-21,Ariyalur,6.9,174,72,1
2024-12-24,Ariyalur,5.1,298,50,0
2024-12-27,Ariyalur,6.9,109,50,0
2024-12-30,Ariyalur,2.3,202,24,0
2024-01-01,Tiruvarur,4.4,173,72,0
2024-01-04,Tiruvarur,6.8,160,11,0
2024-01-07,Tiruvarur,2.9,288,22,0
2024-01-10,Tiruvarur,2.2,255,3,0
2024-01-13,Tiruvarur,2.9,40,49,0
2024-01-16,Tiruvarur,3.4,124,37,0
2024-01-19,Tiruvarur,5.3,40,58,0
2024-01-22,Tiruvarur,2.3,270,1,0
2024-01-25,Tiruvarur,2.9,215,50,0
2024-01-28,Tiruvarur,2.8,61,16,0
2024-01-31,Tiruvarur,4.7,249,95,0
2024-02-03,Tiruvarur,2.3,110,16,0
2024-02-06,Tiruvarur,6.4,163,55,0
2024-02-09,Tiruvarur,6.1,248,20,0
2024-02-12,Tiruvarur,5.0,163,75,1
2024-02-15,Tiruvarur,3.0,239,35,0
2024-02-18,Tiruvarur,3.0,78,57,0
2024-02-21,Tiruvarur,2.3,209,77,0
2024-02-24,Tiruvarur,6.0,274,42,0
2024-02-27,Tiruvarur,6.6,256,58,0
2024-03-02,Tiruvarur,4.3,25,94,0
2024-03-05,Tiruvarur,2.5,238,44,0
2024-03-08,Tiruvarur,5.5,157,50,0
2024-03-11,Tiruvarur,5.1,94,53,0
2024-03-14,Tiruvarur,3.2,226,58,0
2024-03-17,Tiruvarur,3.9,98,89,0
2024-03-20,Tiruvarur,4.8,206,89,0
2024-03-23,Tiruvarur,6.7,127,20,0
2024-03-26,Tiruvarur,3.4,280,37,0
2024-03-29,Tiruvarur,5.3,39,89,1
2024-04-01,Tiruvarur,5.6,116,63,1
2024-04-04,Tiruvarur,4.1,288,15,0
2024-04-07,Tiruvarur,7.0,44,96,1
2024-04-10,Tiruvarur,2.5,171,52,0
2024-04-13,Tiruvarur,4.3,134,26,0
2024-04-16,Tiruvarur,4.5,241,3,0
2024-04-19,Tiruvarur,2.4,241,48,0
2024-04-22,Tiruvarur,3.7,209,24,0
2024-04-25,Tiruvarur,4.0,10,32,0
2024-04-28,Tiruvarur,2.6,74,41,0
2024-05-01,Tiruvarur,5.4,242,62,1
2024-05-04,Tiruvarur,4.3,47,70,0
2024-05-07,Tiruvarur,5.3,229,17,0
2024-05-10,Tiruvarur,4.4,147,20,0
2024-05-13,Tiruvarur,2.9,14,77,0
2024-05-16,Tiruvarur,2.5,155,15,0
2024-05-19,Tiruvarur,4.7,205,21,0
2024-05-22,Tiruvarur,2.4,10,86,0
2024-05-25,Tiruvarur,3.4,230,45,0
2024-05-28,Tiruvarur,2.9,22,86,0
2024-05-31,Tiruvarur,4.7,231,89,0
2024-06-03,Tiruvarur,2.2,272,82,0
2024-06-06,Tiruvarur,5.3,57,49,0
2024-06-09,Tiruvarur,5.5,232,6,0
2024-06-12,Tiruvarur,5.0,29,98,1
2024-06-15,Tiruvarur,3.9,108,31,0
2024-06-18,Tiruvarur,3.9,127,25,0
2024-06-21,Tiruvarur,2.5,220,3,0
2024-06-24,Tiruvarur,6.9,177,24,0
2024-06-27,Tiruvarur,5.4,37,28,0
2024-06-30,Tiruvarur,6.8,54,85,1
2024-07-03,Tiruvarur,2.8,90,5,0
2024-07-06,Tiruvarur,4.1,60,41,0
2024-07-09,Tiruvarur,3.6,102,79,0
2024-07-12,Tiruvarur,3.0,282,50,0
2024-07-15,Tiruvarur,6.7,66,29,0
2024-07-18,Tiruvarur,3.1,187,41,0
2024-07-21,Tiruvarur,2.9,210,83,0
2024-07-24,Tiruvarur,3.6,204,27,0
2024-07-27,Tiruvarur,4.3,38,84,0
2024-07-30,Tiruvarur,6.1,193,5,0
2024-08-02,Tiruvarur,2.3,116,52,0
2024-08-05,Tiruvarur,3.5,260,13,0
2024-08-08,Tiruvarur,5.6,296,21,0
2024-08-11,Tiruvarur,3.3,53,76,0
2024-08-14,Tiruvarur,3.6,203,86,0
2024-08-17,Tiruvarur,6.6,73,42,0
2024-08-20,Tiruvarur,2.9,167,85,0
2024-08-23,Tiruvarur,4.4,176,2,0
2024-08-26,Tiruvarur,5.0,234,48,0
2024-08-29,Tiruvarur,4.6,124,64,0
2024-09-01,Tiruvarur,4.9,11,29,0
2024-09-04,Tiruvarur,2.1,68,39,0
2024-09-07,Tiruvarur,3.2,224,96,0
2024-09-10,Tiruvarur,3.2,45,7,0
2024-09-13,Tiruvarur,2.7,260,37,0
2024-09-16,Tiruvarur,3.0,197,26,0
2024-09-19,Tiruvarur,5.2,126,92,1
2024-09-22,Tiruvarur,5.0,232,94,1
2024-09-25,Tiruvarur,6.4,73,35,0
2024-09-28,Tiruvarur,3.6,25,66,0
2024-10-01,Tiruvarur,6.0,217,82,1
2024-10-04,Tiruvarur,6.1,17,29,0
2024-10-07,Tiruvarur,6.2,174,43,0
2024-10-10,Tiruvarur,3.2,281,6,0
2024-10-13,Tiruvarur,6.5,132,87,1
2024-10-16,Tiruvarur,5.5,118,77,1
2024-10-19,Tiruvarur,6.4,271,41,0
2024-10-22,Tiruvarur,2.9,8,8,0
2024-10-25,Tiruvarur,6.3,40,24,0
2024-10-28,Tiruvarur,2.3,77,26,0
2024-10-31,Tiruvarur,2.6,93,75,0
2024-11-03,Tiruvarur,4.7,109,30,0
2024-11-06,Tiruvarur,4.5,223,92,0
2024-11-09,Tiruvarur,4.3,89,92,0
2024-11-12,Tiruvarur,3.0,222,22,0
2024-11-15,Tiruvarur,5.0,160,36,0
2024-11-18,Tiruvarur,4.9,108,34,0
2024-11-21,Tiruvarur,6.3,251,10,0
2024-11-24,Tiruvarur,6.8,189,50,0
2024-11-27,Tiruvarur,3.9,246,56,0
2024-11-30,Tiruvarur,4.1,226,97,0
2024-12-03,Tiruvarur,2.8,251,2,0
2024-12-06,Tiruvarur,5.8,223,10,0
2024-12-09,Tiruvarur,5.8,158,76,1
2024-12-12,Tiruvarur,4.7,288,93,0
2024-12-15,Tiruvarur,2.9,199,59,0
2024-12-18,Tiruvarur,3.5,150,48,0
2024-12-21,Tiruvarur,4.8,251,9,0
2024-12-24,Tiruvarur,3.7,245,25,0
2024-12-27,Tiruvarur,2.8,102,0,0
2024-12-30,Tiruvarur,2.1,261,93,0
2024-01-01,Perambalur,5.6,256,51,0
2024-01-04,Perambalur,6.6,207,95,1
2024-01-07,Perambalur,3.9,255,39,0
2024-01-10,Perambalur,5.2,41,52,0
2024-01-13,Perambalur,6.4,68,49,0
2024-01-16,Perambalur,6.7,88,24,0
2024-01-19,Perambalur,5.8,135,98,1
2024-01-22,Perambalur,6.6,183,65,1
2024-01-25,Perambalur,5.5,193,89,1
2024-01-28,Perambalur,2.3,202,54,0
2024-01-31,Perambalur,5.7,129,61,1
2024-02-03,Perambalur,2.2,190,80,0
2024-02-06,Perambalur,5.5,19,89,1
2024-02-09,Perambalur,5.3,80,33,0
2024-02-12,Perambalur,5.0,80,32,0
2024-02-15,Perambalur,3.2,87,1,0
2024-02-18,Perambalur,2.6,52,82,0
2024-02-21,Perambalur,5.6,201,50,0
2024-02-24,Perambalur,5.5,46,66,1
2024-02-27,Perambalur,6.5,221,21,0
2024-03-02,Perambalur,6.1,134,88,1
2024-03-05,Perambalur,3.5,277,84,0
2024-03-08,Perambalur,6.4,162,93,1
2024-03-11,Perambalur,4.1,50,13,0
2024-03-14,Perambalur,5.2,181,18,0
2024-03-17,Perambalur,3.3,112,95,0
2024-03-20,Perambalur,4.0,162,0,0
2024-03-23,Perambalur,6.9,256,0,0
2024-03-26,Perambalur,2.5,218,67,0
2024-03-29,Perambalur,4.1,152,93,0
2024-04-01,Perambalur,4.2,95,47,0
2024-04-04,Perambalur,2.9,73,25,0
2024-04-07,Perambalur,4.4,262,14,0
2024-04-10,Perambalur,4.3,113,23,0
2024-04-13,Perambalur,3.0,98,97,0
2024-04-16,Perambalur,3.0,214,56,0
2024-04-19,Perambalur,5.1,60,81,1
2024-04-22,Perambalur,2.8,155,10,0
2024-04-25,Perambalur,3.9,146,8,0
2024-04-28,Perambalur,3.7,125,61,0
2024-05-01,Perambalur,4.4,56,1,0
2024-05-04,Perambalur,2.3,8,85,0
2024-05-07,Perambalur,4.9,26,12,0
2024-05-10,Perambalur,3.1,8,48,0
2024-05-13,Perambalur,5.0,141,62,1
2024-05-16,Perambalur,4.4,177,77,0
2024-05-19,Perambalur,4.1,194,87,0
2024-05-22,Perambalur,6.5,166,30,0
2024-05-25,Perambalur,6.7,209,48,0
2024-05-28,Perambalur,5.1,187,42,0
2024-05-31,Perambalur,6.0,6,58,0
2024-06-03,Perambalur,6.4,210,92,1
2024-06-06,Perambalur,6.2,76,3,0
2024-06-09,Perambalur,5.0,276,35,0
2024-06-12,Perambalur,6.8,132,47,0
2024-06-15,Perambalur,4.3,248,65,0
2024-06-18,Perambalur,4.1,101,0,0
2024-06-21,Perambalur,6.9,169,2,0
2024-06-24,Perambalur,5.2,28,94,1
2024-06-27,Perambalur,3.6,232,29,0
2024-06-30,Perambalur,5.0,209,94,1
2024-07-03,Perambalur,5.1,46,44,0
2024-07-06,Perambalur,4.1,248,84,0
2024-07-09,Perambalur,6.3,56,93,1
2024-07-12,Perambalur,3.9,104,91,0
2024-07-15,Perambalur,2.7,271,73,0
2024-07-18,Perambalur,5.9,263,4,0
2024-07-21,Perambalur,2.6,49,38,0
2024-07-24,Perambalur,6.2,285,59,0
2024-07-27,Perambalur,2.8,233,14,0
2024-07-30,Perambalur,4.4,281,30,0
2024-08-02,Perambalur,3.2,92,96,0
2024-08-05,Perambalur,6.7,50,13,0
2024-08-08,Perambalur,4.2,19,20,0
2024-08-11,Perambalur,6.6,172,49,0
2024-08-14,Perambalur,5.8,117,92,1
2024-08-17,Perambalur,3.3,248,85,0
2024-08-20,Perambalur,2.6,74,68,0
2024-08-23,Perambalur,5.2,256,11,0
2024-08-26,Perambalur,6.0,175,28,0
2024-08-29,Perambalur,6.7,38,82,1
2024-09-01,Perambalur,3.7,200,83,0
2024-09-04,Perambalur,5.2,292,55,0
2024-09-07,Perambalur,6.0,119,33,0
2024-09-10,Perambalur,2.6,49,14,0
2024-09-13,Perambalur,2.4,101,95,0
2024-09-16,Perambalur,6.7,298,47,0
2024-09-19,Perambalur,2.6,165,48,0
2024-09-22,Perambalur,4.9,5,39,0
2024-09-25,Perambalur,2.3,279,24,0
2024-09-28,Perambalur,6.2,221,40,0
2024-10-01,Perambalur,5.9,69,66,1
2024-10-04,Perambalur,5.3,118,13,0
2024-10-07,Perambalur,4.0,280,58,0
2024-10-10,Perambalur,3.6,156,28,0
2024-10-13,Perambalur,4.5,238,18,0
2024-10-16,Perambalur,5.0,79,95,1
2024-10-19,Perambalur,5.3,22,76,1
2024-10-22,Perambalur,3.6,262,88,0
2024-10-25,Perambalur,2.6,298,61,0
2024-10-28,Perambalur,5.2,115,63,1
2024-10-31,Perambalur,3.5,197,7,0
2024-11-03,Perambalur,6.9,175,19,0
2024-11-06,Perambalur,6.1,112,93,1
2024-11-09,Perambalur,6.7,120,89,1
2024-11-12,Perambalur,5.7,96,62,1
2024-11-15,Perambalur,5.6,158,84,1
2024-11-18,Perambalur,6.6,86,2,0
2024-11-21,Perambalur,4.7,177,54,0
2024-11-24,Perambalur,5.4,183,96,1
2024-11-27,Perambalur,4.0,41,67,0
2024-11-30,Perambalur,5.6,149,89,1
2024-12-03,Perambalur,6.6,285,50,0
2024-12-06,Perambalur,2.5,170,96,0
2024-12-09,Perambalur,6.0,32,90,1
2024-12-12,Perambalur,3.5,88,73,0
2024-12-15,Perambalur,2.7,252,37,0
2024-12-18,Perambalur,6.5,112,27,0
2024-12-21,Perambalur,6.0,105,94,1
2024-12-24,Perambalur,5.3,190,92,1
2024-12-27,Perambalur,6.3,57,86,1
2024-12-30,Perambalur,5.9,80,48,0
2024-01-01,Nilgiris,6.8,223,86,1
2024-01-04,Nilgiris,6.2,33,12,0
2024-01-07,Nilgiris,3.8,247,22,0
2024-01-10,Nilgiris,6.7,65,65,1
2024-01-13,Nilgiris,5.3,227,19,0
2024-01-16,Nilgiris,5.1,211,31,0
2024-01-19,Nilgiris,2.2,128,50,0
2024-01-22,Nilgiris,4.4,93,83,0
2024-01-25,Nilgiris,5.7,50,99,1
2024-01-28,Nilgiris,4.3,200,35,0
2024-01-31,Nilgiris,5.2,232,47,0
2024-02-03,Nilgiris,2.1,64,10,0
2024-02-06,Nilgiris,2.6,265,28,0
2024-02-09,Nilgiris,2.1,298,73,0
2024-02-12,Nilgiris,4.4,53,75,0
2024-02-15,Nilgiris,2.9,252,82,0
2024-02-18,Nilgiris,5.5,157,73,1
2024-02-21,Nilgiris,2.6,171,8,0
2024-02-24,Nilgiris,5.6,280,23,0
2024-02-27,Nilgiris,4.0,15,50,0
2024-03-02,Nilgiris,4.8,279,100,0
2024-03-05,Nilgiris,6.1,255,8,0
2024-03-08,Nilgiris,4.6,280,91,0
2024-03-11,Nilgiris,6.1,68,96,1
2024-03-14,Nilgiris,5.8,65,23,0
2024-03-17,Nilgiris,6.3,97,0,0
2024-03-20,Nilgiris,4.8,165,15,0
2024-03-23,Nilgiris,2.2,299,26,0
2024-03-26,Nilgiris,5.3,49,71,1
2024-03-29,Nilgiris,3.3,22,10,0
2024-04-01,Nilgiris,6.9,264,38,0
2024-04-04,Nilgiris,3.8,283,21,0
2024-04-07,Nilgiris,4.1,5,31,0
2024-04-10,Nilgiris,3.5,270,100,0
2024-04-13,Nilgiris,3.5,278,56,0
2024-04-16,Nilgiris,2.7,256,88,0
2024-04-19,Nilgiris,3.6,185,77,0
2024-04-22,Nilgiris,4.7,112,88,0
2024-04-25,Nilgiris,2.5,27,30,0
2024-04-28,Nilgiris,2.2,77,38,0
2024-05-01,Nilgiris,6.3,115,17,0
2024-05-04,Nilgiris,5.0,115,75,1
2024-05-07,Nilgiris,3.8,70,93,0
2024-05-10,Nilgiris,5.1,43,70,1
2024-05-13,Nilgiris,3.3,200,83,0
2024-05-16,Nilgiris,6.5,209,58,0
2024-05-19,Nilgiris,2.4,135,86,0
2024-05-22,Nilgiris,4.1,78,68,0
2024-05-25,Nilgiris,3.0,142,81,0
2024-05-28,Nilgiris,5.5,103,91,1
2024-05-31,Nilgiris,3.9,266,77,0
2024-06-03,Nilgiris,2.8,83,40,0
2024-06-06,Nilgiris,7.0,227,48,0
2024-06-09,Nilgiris,2.1,131,9,0
2024-06-12,Nilgiris,3.4,277,14,0
2024-06-15,Nilgiris,5.4,213,8,0
2024-06-18,Nilgiris,3.6,50,46,0
2024-06-21,Nilgiris,6.5,144,18,0
2024-06-24,Nilgiris,6.3,120,35,0
2024-06-27,Nilgiris,2.0,198,28,0
2024-06-30,Nilgiris,3.9,58,100,0
2024-07-03,Nilgiris,6.6,94,67,1
2024-07-06,Nilgiris,5.6,161,75,1
2024-07-09,Nilgiris,6.1,255,12,0
2024-07-12,Nilgiris,4.6,297,36,0
2024-07-15,Nilgiris,4.8,55,6,0
2024-07-18,Nilgiris,2.9,204,23,0
2024-07-21,Nilgiris,3.7,277,70,0
2024-07-24,Nilgiris,5.0,211,61,1
2024-07-27,Nilgiris,5.0,137,1,0
2024-07-30,Nilgiris,5.4,84,84,1
2024-08-02,Nilgiris,2.6,198,72,0
2024-08-05,Nilgiris,5.7,32,92,1
2024-08-08,Nilgiris,5.2,194,90,1
2024-08-11,Nilgiris,5.9,219,90,1
2024-08-14,Nilgiris,4.3,229,45,0
2024-08-17,Nilgiris,6.0,262,36,0
2024-08-20,Nilgiris,3.4,224,66,0
2024-08-23,Nilgiris,6.7,122,39,0
2024-08-26,Nilgiris,5.2,49,39,0
2024-08-29,Nilgiris,4.0,165,11,0
2024-09-01,Nilgiris,5.2,44,93,1
2024-09-04,Nilgiris,3.2,52,21,0
2024-09-07,Nilgiris,4.9,48,95,0
2024-09-10,Nilgiris,3.4,257,1,0
2024-09-13,Nilgiris,6.8,222,86,1
2024-09-16,Nilgiris,4.5,74,61,0
2024-09-19,Nilgiris,4.5,277,89,0
2024-09-22,Nilgiris,2.6,12,78,0
2024-09-25,Nilgiris,3.0,8,91,0
2024-09-28,Nilgiris,4.1,278,95,0
2024-10-01,Nilgiris,3.7,275,87,0
2024-10-04,Nilgiris,5.0,234,21,0
2024-10-07,Nilgiris,5.4,273,28,0
2024-10-10,Nilgiris,2.9,192,17,0
2024-10-13,Nilgiris,4.6,31,54,0
2024-10-16,Nilgiris,4.5,92,47,0
2024-10-19,Nilgiris,6.8,178,86,1
2024-10-22,Nilgiris,3.2,281,98,0
2024-10-25,Nilgiris,6.3,153,38,0
2024-10-28,Nilgiris,4.4,140,27,0
2024-10-31,Nilgiris,2.0,296,50,0
2024-11-03,Nilgiris,3.1,161,82,0
2024-11-06,Nilgiris,4.6,23,59,0
2024-11-09,Nilgiris,6.5,254,7,0
2024-11-12,Nilgiris,3.8,240,42,0
2024-11-15,Nilgiris,3.5,59,0,0
2024-11-18,Nilgiris,3.7,100,51,0
2024-11-21,Nilgiris,3.8,56,55,0
2024-11-24,Nilgiris,4.5,48,67,0
2024-11-27,Nilgiris,4.6,83,52,0
2024-11-30,Nilgiris,2.6,254,0,0
2024-12-03,Nilgiris,2.8,133,28,0
2024-12-06,Nilgiris,4.4,196,38,0
2024-12-09,Nilgiris,3.8,98,68,0
2024-12-12,Nilgiris,6.1,60,56,0
2024-12-15,Nilgiris,5.3,229,20,0
2024-12-18,Nilgiris,2.7,227,0,0
2024-12-21,Nilgiris,3.8,106,14,0
2024-12-24,Nilgiris,2.9,25,17,0
2024-12-27,Nilgiris,4.0,174,4,0
2024-12-30,Nilgiris,2.8,106,61,0
2024-01-01,Kallakurichi,6.8,141,15,0
2024-01-04,Kallakurichi,4.1,286,63,0
2024-01-07,Kallakurichi,6.0,70,41,0
2024-01-10,Kallakurichi,5.8,209,64,1
2024-01-13,Kallakurichi,5.6,204,16,0
2024-01-16,Kallakurichi,2.5,60,2,0
2024-01-19,Kallakurichi,2.6,181,64,0
2024-01-22,Kallakurichi,2.1,126,6,0
2024-01-25,Kallakurichi,5.4,180,54,0
2024-01-28,Kallakurichi,6.9,9,55,0
2024-01-31,Kallakurichi,4.4,149,62,0
2024-02-03,Kallakurichi,2.4,224,31,0
2024-02-06,Kallakurichi,5.1,266,23,0
2024-02-09,Kallakurichi,3.2,63,33,0
2024-02-12,Kallakurichi,7.0,131,85,1
2024-02-15,Kallakurichi,6.1,106,60,1
2024-02-18,Kallakurichi,5.5,57,89,1
2024-02-21,Kallakurichi,5.7,97,24,0
2024-02-24,Kallakurichi,7.0,81,29,0
2024-02-27,Kallakurichi,2.6,210,4,0
2024-03-02,Kallakurichi,3.4,103,18,0
2024-03-05,Kallakurichi,4.1,107,11,0
2024-03-08,Kallakurichi,6.3,199,52,0
2024-03-11,Kallakurichi,4.6,123,28,0
2024-03-14,Kallakurichi,3.7,250,7,0
2024-03-17,Kallakurichi,4.5,31,38,0
2024-03-20,Kallakurichi,2.6,191,35,0
2024-03-23,Kallakurichi,6.7,219,31,0
2024-03-26,Kallakurichi,3.6,29,23,0
2024-03-29,Kallakurichi,2.2,31,84,0
2024-04-01,Kallakurichi,5.7,113,36,0
2024-04-04,Kallakurichi,4.4,56,55,0
2024-04-07,Kallakurichi,2.9,256,46,0
2024-04-10,Kallakurichi,3.7,62,12,0
2024-04-13,Kallakurichi,5.3,287,98,1
2024-04-16,Kallakurichi,6.3,174,46,0
2024-04-19,Kallakurichi,5.7,190,95,1
2024-04-22,Kallakurichi,5.9,275,77,1
2024-04-25,Kallakurichi,3.9,146,26,0
2024-04-28,Kallakurichi,4.9,49,13,0
2024-05-01,Kallakurichi,2.7,66,5,0
2024-05-04,Kallakurichi,4.9,102,24,0
2024-05-07,Kallakurichi,5.5,55,9,0
2024-05-10,Kallakurichi,6.7,180,38,0
2024-05-13,Kallakurichi,5.6,108,68,1
2024-05-16,Kallakurichi,5.6,27,16,0
2024-05-19,Kallakurichi,3.0,286,91,0
2024-05-22,Kallakurichi,3.3,291,44,0
2024-05-25,Kallakurichi,6.5,234,80,1
2024-05-28,Kallakurichi,5.6,228,8,0
2024-05-31,Kallakurichi,4.4,273,64,0
2024-06-03,Kallakurichi,6.0,90,76,1
2024-06-06,Kallakurichi,3.4,71,37,0
2024-06-09,Kallakurichi,2.2,294,7,0
2024-06-12,Kallakurichi,6.0,102,94,1
2024-06-15,Kallakurichi,6.1,258,87,1
2024-06-18,Kallakurichi,4.7,267,9,0
2024-06-21,Kallakurichi,2.8,265,49,0
2024-06-24,Kallakurichi,4.8,204,51,0
2024-06-27,Kallakurichi,5.0,110,23,0
2024-06-30,Kallakurichi,2.0,297,27,0
2024-07-03,Kallakurichi,5.0,9,65,1
2024-07-06,Kallakurichi,4.3,273,33,0
2024-07-09,Kallakurichi,3.5,117,37,0
2024-07-12,Kallakurichi,5.5,287,15,0
2024-07-15,Kallakurichi,2.9,28,68,0
2024-07-18,Kallakurichi,3.2,25,81,0
2024-07-21,Kallakurichi,2.7,147,17,0
2024-07-24,Kallakurichi,3.4,31,82,0
2024-07-27,Kallakurichi,6.9,112,68,1
2024-07-30,Kallakurichi,2.6,182,80,0
2024-08-02,Kallakurichi,5.0,193,41,0
2024-08-05,Kallakurichi,2.4,286,33,0
2024-08-08,Kallakurichi,5.6,214,78,1
2024-08-11,Kallakurichi,3.5,34,80,0
2024-08-14,Kallakurichi,6.1,187,28,0
2024-08-17,Kallakurichi,5.7,148,22,0
2024-08-20,Kallakurichi,3.3,13,68,0
2024-08-23,Kallakurichi,5.3,59,92,1
2024-08-26,Kallakurichi,5.7,200,83,1
2024-08-29,Kallakurichi,3.3,287,26,0
2024-09-01,Kallakurichi,6.1,117,41,0
2024-09-04,Kallakurichi,3.3,207,19,0
2024-09-07,Kallakurichi,4.2,227,47,0
2024-09-10,Kallakurichi,2.7,250,11,0
2024-09-13,Kallakurichi,4.5,240,23,0
2024-09-16,Kallakurichi,6.1,95,24,0
2024-09-19,Kallakurichi,4.8,97,82,0
2024-09-22,Kallakurichi,3.4,163,20,0
2024-09-25,Kallakurichi,6.4,206,87,1
2024-09-28,Kallakurichi,5.0,40,18,0
2024-10-01,Kallakurichi,2.4,130,58,0
2024-10-04,Kallakurichi,6.5,211,12,0
2024-10-07,Kallakurichi,5.6,75,93,1
2024-10-10,Kallakurichi,5.8,11,77,1
2024-10-13,Kallakurichi,2.5,201,2,0
2024-10-16,Kallakurichi,2.6,11,97,0
2024-10-19,Kallakurichi,6.2,27,16,0
2024-10-22,Kallakurichi,3.2,47,34,0
2024-10-25,Kallakurichi,2.7,11,1,0
2024-10-28,Kallakurichi,6.8,59,69,1
2024-10-31,Kallakurichi,5.7,178,90,1
2024-11-03,Kallakurichi,2.4,76,61,0
2024-11-06,Kallakurichi,5.8,232,20,0
2024-11-09,Kallakurichi,3.5,250,19,0
2024-11-12,Kallakurichi,3.2,283,88,0
2024-11-15,Kallakurichi,3.3,283,15,0
2024-11-18,Kallakurichi,2.1,27,13,0
2024-11-21,Kallakurichi,4.7,57,65,0
2024-11-24,Kallakurichi,6.4,217,18,0
2024-11-27,Kallakurichi,2.0,119,3,0
2024-11-30,Kallakurichi,3.1,202,18,0
2024-12-03,Kallakurichi,3.8,151,28,0
2024-12-06,Kallakurichi,6.6,201,87,1
2024-12-09,Kallakurichi,6.4,62,62,1
2024-12-12,Kallakurichi,2.8,61,28,0
2024-12-15,Kallakurichi,2.5,149,45,0
2024-12-18,Kallakurichi,2.4,175,15,0
2024-12-21,Kallakurichi,3.8,48,5,0
2024-12-24,Kallakurichi,5.0,96,54,0
